Property_Name,Address,Prefix,Price,Sql_m2,Property Type,Property ID,Title,Location,Image,Url
"7 Bed, 8 Bath Villa for Sale in Phnom Penh Thmey","1974 , Phnom Penh Thmey, Sen Sok, Phnom Penh",For sale,"$689,900","$1,690/m²",Villa,158662,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': '1974 '}, 'name': '1974 ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.576698347999184, 'longitude': 104.87450693040535, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': '1974 '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-03/photo_2021-02-19_13-23-58_cid34rl-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-03/photo_2021-02-19_13-24-02_mhvvdiq-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-03/photo_2021-02-19_13-24-07_s7mffnh-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-03/photo_2021-02-19_13-24-12_cl93v9s-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-03/photo_2021-02-19_13-25-05_Bf1a5Fu-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/phnom-penh-thmey/1974-158662/
Morgan Park Villa,"Bak Kaeng, Chroy Changvar, Phnom Penh",For sale,"$159,888",,317,243 m² to 246 m²,5 to 5,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.704639344749083, 'longitude': 104.93984916292038, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-08/morganv3_gdkhdxy_vu7sutc_rtyujwx_tetmkkv_u2pbpys_8gbaqac_fbsgtel_283xnfz_1wn2rmz-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-08/morganv10_avozyww_ydhqhwk_jxsnsdq_aotgjc7_l32gwsc_da5ic3h_04ce2gf_qxwskv9_ewyj30r-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-08/morganv1_kk00ujy_dvfmsvn_zlgesyf_jmvrop5_g5mh7uo_6ghhgwy_s8nwwsq_9abgc07_uvnlrgp-thumbnail-400x300-70.jpeg', 'https://img.youtube.com/vi/yLwcKf1xWCQ/0.jpg', 'https://images.realestate.com.kh/__sized__/listings/2021-08/morganv15_eoggyij_nsolnzt_35iodfn_po9rkqk_n0vggzu_qyr4rlm_rtgtuio_sicibdf_l0nkus8-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/boreys/morgan-park-villa/
Borey Icon Kampot,"Highway 3 National, Prey Khmum, Tuek Chhou, Kampot",For sale,"$131,888",,152,209 m² to 294 m²,Shophouse,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Kampot', 'addressLocality': 'Tuek Chhou', 'streetAddress': 'Highway 3 National'}, 'name': 'Highway 3 National', 'geo': {'@type': 'GeoCoordinates', 'latitude': 10.647219246796496, 'longitude': 104.18980756865, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Kampot', 'addressLocality': 'Tuek Chhou', 'streetAddress': 'Highway 3 National'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-04/4h-sh-4f-1_1l6kvt7_1meeytn_xgroczu_ahqrf7o_wzz2oqv_0hlzrh1-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-04/4h-sh-main-road-1_occx8bp_vrnqyyy_kmuirmm_0gjyqum_illinud_jz900i0-thumbnail-400x300-70.jpeg', 'https://img.youtube.com/vi/TjTO-kONSi4/0.jpg', 'https://images.realestate.com.kh/__sized__/listings/2021-04/20200112_e-brochure-mobile-15-page-001_sf8kcty_xbtch07_hwhnph5_c2cihaf-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-04/icon-kampot-new-master-plan-2_wnrvlbc_zbujsvc_zankplu-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/boreys/borey-icon-kampot/
Borey Nadi by GC City,"Preaek Lieb, Chroy Changvar, Phnom Penh",For sale,"$143,900",,1140,Hard Title,4 to 5,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.692053787737606, 'longitude': 104.92660084528325, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-05/twin-house_semi-aerial-1b_dkuwau7_owdkkeu_iunwnkw_dxtx8k5-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-05/016-nada-v1-1_czarkvz-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-05/shophouse_semi-aerial-3_ybz9nzi_owbglfr_vnwpxly_b7mxd3t-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-05/catalog_english_page_19_c96csqv_pwxjd3b_ulah77n_cowtcsl_on075ea_mdlrodj_tky297y_fwdajoi_mjkoyfo_mkpxnfn_e10qiln-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-05/catalog_english_page_02_bt54jzp_1vfg19r_vlkrsda_ijb2nvb_q89t6rl_lkjqzev_xc4jvbq_eiaaytl_kyiyt0d_ejjyvd0-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/boreys/borey-nadi-by-gc-city/
The Eco Residence,"Krang Thnong, Sen Sok, Phnom Penh",For sale,"$107,000",,72,Modern style,"Shophouse, Shophouse","{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.575436118768721, 'longitude': 104.82292210679759, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-02/e08d39f1-6371-47eb-a597-54378610a6fe_o8nso3s_m38qezn_bdgnpbf_ocsgcmj_vht658l_9lzgw2q-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-02/eco-residence-sen-sok-clients-kit-2_qyi6eep_G4mErPR-thumbnail-400x300-70.jpeg', 'https://img.youtube.com/vi/e65YzR7TDN0/0.jpg', 'https://images.realestate.com.kh/__sized__/listings/2021-02/eco-residence-sen-sok-clients-kit-7_l9qvmn0_Vit12rz-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-02/eco-residence-sen-sok-clients-kit-11_mdrxl04_LwxBouF-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/boreys/the-eco-residence/
Borey Williams,"Kamboul, Por Sen Chey, Phnom Penh",For sale,"$67,500",,165,88 m² to 400 m²,"Villa, Villa","{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Por Sen Chey'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.579632360616316, 'longitude': 104.76521618090311, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Por Sen Chey'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-07/img_1449_ni7beea_nqklq4a_nz4uo8e_8tstx74_52fqfmy_79le9f3_oecaqjy_yt3zrn4_9k2smox_KVhtmzk-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-07/bw-9_mcy8ybx_HNcaUR3-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-07/oasis-villa-exterior-rendering_page_2_n71q4t4_upyf67r_yowcgm0_hlmhszd_qjcztkz_jo1piw4_juqbl72_ypgjvlb_gqiwswc_qXPxviE-thumbnail-400x300.png', 'https://img.youtube.com/vi/20o2Hda5oLM/0.jpg', 'https://images.realestate.com.kh/__sized__/listings/2021-07/jasmine-villa-3d-ground-floor-top-view_dijf2d5_u1k1lkw_fczgxi2_ujsfeql_q9zju6r_0uyywa1_ibefg6y_yh8hg6d_9z4mykv_vftn14i_UVPj1aV-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/boreys/borey-williams/
"8 Bed, 9 Bath Villa for Sale in BKK 1","BKK 1, Chamkarmon, Phnom Penh",For sale,"$7,000,000",,Villa,1 day ago,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chamkarmon', 'streetAddress': '  '}, 'name': '  ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.93, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chamkarmon', 'streetAddress': '  '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/villa-for-rs_fprc6BS-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/villa-for-rs-2_e0Npdc5-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/villa-for-rs-5_jGv28jJ-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/villa-for-rs-7_U3Jf3Zb-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/villa-for-rs-3_BYcccn3-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/bkk-1/8-bed-9-bath-villa-199652/
"3 Bed, 3 Bath House for Sale in Svay Dankum","Svay Dankum, Siem Reap, Siem Reap",For sale,"$85,000",,House,DV864,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.36, 'longitude': 103.86, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/img_0165-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_11-10-24-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_11-10-25-2-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_11-10-24-2-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_11-10-24-4-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-house-199585/
"4 Bed, 5 Bath Villa for Sale in Phnom Penh Thmey","Phnom Penh Thmey, Sen Sok, Phnom Penh",For sale,"$410,000","$1,000/m²",Villa,199584,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.57561, 'longitude': 104.92025, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04088-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04090-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04091-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.92025,11.57561)/104.92025,11.57561,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-villa-199584/
"4 Bed, 4 Bath House for Sale in Svay Dankum","Svay Dankum, Siem Reap, Siem Reap",For sale,"$90,000",,House,DV865,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.36, 'longitude': 103.86, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_10-47-24-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_10-47-20-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_10-47-17-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_10-47-18-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-12-30_10-47-23-2-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/svay-dankum/4-bed-4-bath-house-199583/
"8 Bed, 11 Bath Villa for Sale in Phnom Penh Thmey","Phnom Penh Thmey, Sen Sok, Phnom Penh",For sale,"$180,000",,Villa,199582,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.57561, 'longitude': 104.92025, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04070-edited_750cA9c-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04072_2MW3bGB-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04074_qR0hvz2-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.92025,11.57561)/104.92025,11.57561,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/phnom-penh-thmey/8-bed-11-bath-villa-199582/
"3 Bed, 3 Bath Villa for Sale in Kandaek","Kandaek, Prasat Bakong, Siem Reap",For sale,"$185,000",,Villa,DV867,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Prasat Bakong', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.285486, 'longitude': 103.92468, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Prasat Bakong', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/0d9a7418-edit-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/0d9a7421-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/0d9a7422-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/0d9a7431-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/0d9a7432-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/kandaek/3-bed-3-bath-villa-199571/
"6 Bed, 7 Bath House for Sale in Sla Kram","Sla Kram, Siem Reap, Siem Reap",For sale,"$460,000",,House,DV868,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': '  '}, 'name': '  ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.362254702481238, 'longitude': 103.871462694488, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': '  '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-11-25_09-42-14-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-11-25_09-42-12-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-11-25_09-42-13-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-11-25_09-42-14-2-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/photo_2021-11-25_09-42-15-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/sla-kram/6-bed-7-bath-house-199568/
"4 Bed, 5 Bath Villa for Sale in Svay Dankum","Svay Dankum, Siem Reap, Siem Reap",For sale,"$650,000",,Villa,13404,IPS Cambodia,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.35958, 'longitude': 103.84547, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198317-198317_100550096-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198317-198317_100550086-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198317-198317_100550087-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198317-198317_100550097_zBpz11s-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198317-198317_100550089-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-villa-198317/
"3 Bed, 3 Bath Villa for Sale in Svay Dankum","Svay Dankum, Siem Reap, Siem Reap",For sale,"$115,000",,Villa,13167,IPS Cambodia,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.35958, 'longitude': 103.84547, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198315-198315_100584188-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198315-198315_100584187-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198315-198315_100584185-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198315-198315_100584186-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198315-198315_100584189-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-villa-198315/
"7 Bed, 6 Bath Villa for Sale in Chbar Ampov I","Chbar Ampov I, Chbar Ampov, Phnom Penh",For sale,"$3,500,000","$1,300/m²",Villa,199540,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.52, 'longitude': 104.95, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04048-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04042-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04043-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04044-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04049-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chbar-ampov-i/7-bed-6-bath-villa-199540/
"3 Bed, 4 Bath House for Sale in Veal Sbov","Veal Sbov, Chbar Ampov, Phnom Penh",For sale,"$350,000",$400/m²,House,199539,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.96, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04040-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04036-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04028-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04029-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04032-edited-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/veal-sbov/3-bed-4-bath-house-199539/
"2 Bed, 3 Bath House for Sale in Veal Sbov","Veal Sbov, Chbar Ampov, Phnom Penh",For sale,"$500,000","$1,000/m²",House,199537,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.96, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04021-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04018-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04014-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04012-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc04013-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/veal-sbov/2-bed-3-bath-house-199537/
"8 Bed, 9 Bath Villa for Sale in Preaek Aeng","Preaek Aeng, Chbar Ampov, Phnom Penh",For sale,"$950,000","$1,000/m²",Villa,199536,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.52, 'longitude': 104.95, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03994-edited_cPccIB1-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03997-edited_qbKGSXQ-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03999_Z6iOAJz-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03998_NPWHrqW-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.95,11.52)/104.95,11.52,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/preaek-aeng/8-bed-9-bath-villa-199536/
"6 Bed, 7 Bath House for Sale in Nirouth","Nirouth, Chbar Ampov, Phnom Penh",For sale,"$500,000","$1,000/m²",House,199535,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.52, 'longitude': 104.95, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03990-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03980-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03981-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03987-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03988-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/nirouth/6-bed-7-bath-house-199535/
"3 Bed, 3 Bath Villa for Sale in Nirouth","Nirouth, Chbar Ampov, Phnom Penh",For sale,"$130,000","$1,000/m²",Villa,199533,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.52, 'longitude': 104.95, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03975-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03976-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03977-edited-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.95,11.52)/104.95,11.52,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/nirouth/3-bed-3-bath-villa-199533/
